Shazam Library,,,,,,
Index,TagTime,Title,Artist,URL,TrackKey,tit
1,30-07-2022,Howl's Moving Castle-Merry Go Round Of Life,Vitamin String Quartet,https://www.shazam.com/track/309537788/howls-moving-castle-merry-go-round-of-life,309537788,baby
2,28-07-2022,Everything Black,Unlike Pluto Feat. Mike Taylor,https://www.shazam.com/track/342435589/everything-black,342435589,despacito
3,27-07-2022,Wii Sports Theme,Kazumi Totaka,https://www.shazam.com/track/479627341/wii-sports-theme,479627341,here
4,25-07-2022,"Love Me, Love Me, Love Me",Kikuo,https://www.shazam.com/track/209448383/love-me-love-me-love-me,209448383,
5,24-07-2022,Wanna Play?,The Prophet,https://www.shazam.com/track/467100065/wanna-play,467100065,
6,23-07-2022,She Make It Clap,kwayse,https://www.shazam.com/track/603475799/she-make-it-clap,603475799,
7,23-07-2022,Xenogenesis,TheFatRat,https://www.shazam.com/track/162259298/xenogenesis,162259298,
8,21-07-2022,Pablo Sandhanam (Background Score),Anirudh Ravichander,https://www.shazam.com/track/622654029/pablo-sandhanam-background-score,622654029,
9,21-07-2022,Pablo Sandhanam (Background Score),Anirudh Ravichander,https://www.shazam.com/track/622654029/pablo-sandhanam-background-score,622654029,
10,21-07-2022,Antarctica,$Uicideboy$,https://www.shazam.com/track/311439226/antarctica,311439226,
11,18-07-2022,Antarctica,$Uicideboy$,https://www.shazam.com/track/311439226/antarctica,311439226,
12,16-07-2022,Dancing Polish Cow,Tanczaca Krowa,https://www.shazam.com/track/533459260/dancing-polish-cow,533459260,
13,14-07-2022,Royalty,"Egzod, Maestro Chives & Neoni",https://www.shazam.com/track/563080515/royalty,563080515,
14,14-07-2022,Light Ground Invaders Unkown Identity Hardstyle,"Actent1337, TRI INC. & braly.",https://www.shazam.com/track/613512048/light-ground-invaders-unkown-identity-hardstyle,613512048,
15,14-07-2022,Somewhere Only We Know (Electric Guitar Version),Jemak,https://www.shazam.com/track/623117750/somewhere-only-we-know-electric-guitar-version,623117750,
16,10-07-2022,Bane,Destroy Lonely,https://www.shazam.com/track/482214961/bane,482214961,
17,10-07-2022,Bane,Destroy Lonely,https://www.shazam.com/track/482214961/bane,482214961,
18,09-07-2022,Applause (Hardstyle),DAVNCI,https://www.shazam.com/track/618765136/applause-hardstyle,618765136,
19,19-06-2022,You Gotta Move,Mississippi Fred McDowell,https://www.shazam.com/track/6066973/you-gotta-move,6066973,
20,17-06-2022,I'M SOLO,SoloCelo,https://www.shazam.com/track/615088693/im-solo,615088693,
21,08-06-2022,DEAD MAN WALKING,DJ ATOBZ,https://www.shazam.com/track/545637355/dead-man-walking,545637355,
22,05-06-2022,The Perfect Girl (Retrowave Synthwave),Vibes Nation,https://www.shazam.com/track/615135547/the-perfect-girl-retrowave-synthwave,615135547,
23,03-06-2022,Domez,Seng Hab,https://www.shazam.com/track/614251345/domez,614251345,
24,24-05-2022,Love Story,Indila,https://www.shazam.com/track/107280705/love-story,107280705,
25,13-05-2022,Drunk And Nasty speed up,Esteve Feat. Sanaa,https://www.shazam.com/track/601865303/drunk-and-nasty-speed-up,601865303,
26,13-05-2022,We Rollin,Vijay Gore,https://www.shazam.com/track/611660479/we-rollin,611660479,
27,13-05-2022,Love Me Back (slowed + reverb),Sakurajima,https://www.shazam.com/track/612126165/love-me-back-slowed-plus-reverb,612126165,
28,11-05-2022,Lobo Guará,Ishow & Flow Key,https://www.shazam.com/track/568368602/lobo-guar%C3%A1,568368602,
29,11-05-2022,House Of Memories,Panic! At The Disco,https://www.shazam.com/track/302958411/house-of-memories,302958411,
30,04-05-2022,Panzer,Seng Hab,https://www.shazam.com/track/614251337/panzer,614251337,
31,04-05-2022,Love Me Back (slowed + reverb),Sakurajima,https://www.shazam.com/track/612126165/love-me-back-slowed-plus-reverb,612126165,
32,03-05-2022,Love Me Back (Fayahh Beat),Trinidad Cardona & Robinson,https://www.shazam.com/track/609306367/love-me-back-fayahh-beat,609306367,
33,03-05-2022,After Dark,Mr.Kitty,https://www.shazam.com/track/140516014/after-dark,140516014,
34,03-05-2022,Smokin Out The Window,"Bruno Mars, Anderson .Paak & Silk Sonic",https://www.shazam.com/track/587835563/smokin-out-the-window,587835563,
35,29-04-2022,Sahara,Hensonn,https://www.shazam.com/track/594563183/sahara,594563183,
36,29-04-2022,No Fakes,Oni696 Feat. SESHSPAWN,https://www.shazam.com/track/591327636/no-fakes,591327636,
37,24-04-2022,I WANNA BE YOUR SLAVE,Måneskin,https://www.shazam.com/track/560227366/i-wanna-be-your-slave,560227366,
38,24-04-2022,Write This Down,SoulChef Feat. Nieve,https://www.shazam.com/track/57157822/write-this-down,57157822,
39,23-04-2022,Cool For The Summer,Demi Lovato,https://www.shazam.com/track/273464717/cool-for-the-summer,273464717,
40,22-04-2022,Prolly My Spookiest Beat,prodby668,https://www.shazam.com/track/606789494/prolly-my-spookiest-beat,606789494,
41,20-04-2022,This Side Of Paradise,Coyote Theory,https://www.shazam.com/track/93844349/this-side-of-paradise,93844349,
42,19-04-2022,Pastlives (Slowed),lil indo,https://www.shazam.com/track/599062399/pastlives-slowed,599062399,
43,18-04-2022,Pimpin Ain't Eazy,Kodak Black,https://www.shazam.com/track/460242921/pimpin-aint-eazy,460242921,
44,18-04-2022,Careless Whisper,George Michael,https://www.shazam.com/track/40087819/careless-whisper,40087819,
45,18-04-2022,Redbone,Childish Gambino,https://www.shazam.com/track/417212702/redbone,417212702,
46,18-04-2022,Monëy so big,Yeat,https://www.shazam.com/track/583396202/mon%C3%ABy-so-big,583396202,
47,18-04-2022,Murder,Codrus,https://www.shazam.com/track/595431419/murder,595431419,
48,10-04-2022,Snowman,Sydney Lewis,https://www.shazam.com/track/555238785/snowman,555238785,
49,10-04-2022,Monëy so big,Yeat,https://www.shazam.com/track/583396202/mon%C3%ABy-so-big,583396202,
50,08-04-2022,Stand Up (From Harriet),Cynthia Erivo,https://www.shazam.com/track/499433999/stand-up-from-harriet,499433999,
51,06-04-2022,Habits (Stay High),Tove Lo,https://www.shazam.com/track/105120694/habits-stay-high,105120694,
52,05-04-2022,Red Light Green Light,DaBaby,https://www.shazam.com/track/575048112/red-light-green-light,575048112,
53,03-04-2022,Baby Stop,Altajmusic,https://www.shazam.com/track/603462518/baby-stop,603462518,
54,03-04-2022,Past Lives (Sapientdream remix),BØRNS,https://www.shazam.com/track/488260493/past-lives-sapientdream-remix,488260493,
55,03-04-2022,This Side Of Paradise,Coyote Theory,https://www.shazam.com/track/93844349/this-side-of-paradise,93844349,
56,02-04-2022,M3tamorphosis,Playboi Carti Feat. Kid Cudi,https://www.shazam.com/track/551039807/m3tamorphosis,551039807,
57,28-03-2022,Underground Sound,Joey Valence Feat. Brae,https://www.shazam.com/track/570245813/underground-sound,570245813,
58,24-03-2022,Baby Stop,Altajmusic,https://www.shazam.com/track/603462518/baby-stop,603462518,
59,24-03-2022,Baby Stop,Altajmusic,https://www.shazam.com/track/603462518/baby-stop,603462518,
60,24-03-2022,Let Her Go,Passenger,https://www.shazam.com/track/105845771/let-her-go,105845771,
61,19-03-2022,Baby Stop,Altajmusic,https://www.shazam.com/track/603462518/baby-stop,603462518,
62,19-03-2022,The Reason,运幸,https://www.shazam.com/track/499577715/-,499577715,
63,18-03-2022,If By Chance (slowed + reverb),Ruth B.,https://www.shazam.com/track/599872116/if-by-chance-slowed-plus-reverb,599872116,
64,18-03-2022,Goat,Thekidszn,https://www.shazam.com/track/533614070/goat,533614070,
65,15-03-2022,Bust It Open (Explicit),PAC The Beast,https://www.shazam.com/track/374431136/bust-it-open-explicit,374431136,
66,15-03-2022,Bust It Open C&S,Swishahouse & Michael Watts,https://www.shazam.com/track/55910465/bust-it-open-cands,55910465,
67,15-03-2022,That's Enough Internet For Today,abriction,https://www.shazam.com/track/505386842/thats-enough-internet-for-today,505386842,
68,13-03-2022,"The Batman (from The Batman"")""",Michael Giacchino,https://www.shazam.com/track/599697485/the-batman-from-the-batman,599697485,
69,13-03-2022,That Morning,Massivedrum,https://www.shazam.com/track/570943196/that-morning,570943196,
70,13-03-2022,Baby Stop,Altajmusic,https://www.shazam.com/track/603462518/baby-stop,603462518,
71,11-03-2022,Amend,j^p^n,https://www.shazam.com/track/383445215/amend,383445215,
72,07-03-2022,Desvielados,Remik Gonzalez Feat. Beejay,https://www.shazam.com/track/546157062/desvielados,546157062,
73,06-03-2022,Listen To Me,Smooth Q,https://www.shazam.com/track/437577003/listen-to-me,437577003,
74,06-03-2022,Notion,The Rare Occasions,https://www.shazam.com/track/324979393/notion,324979393,
75,06-03-2022,Notion,The Rare Occasions,https://www.shazam.com/track/324979393/notion,324979393,
76,03-03-2022,Veediponidhi Okateley,Vivek Sagar,https://www.shazam.com/track/429327979/veediponidhi-okateley,429327979,
77,03-03-2022,Chinuku Taake,Amritavarshini KC,https://www.shazam.com/track/323597413/chinuku-taake,323597413,
78,03-03-2022,Ee Babu Gariki,Suraj Santosh,https://www.shazam.com/track/323597411/ee-babu-gariki,323597411,
79,02-03-2022,Ginseng Strip 2002,Yung Lean,https://www.shazam.com/track/104382921/ginseng-strip-2002,104382921,
80,24-02-2022,Zion Williamson/ Air Max Mix,Stanvibes,https://www.shazam.com/track/467123219/zion-williamson-air-max-mix,467123219,
81,23-02-2022,Coco,O.T. Genasis,https://www.shazam.com/track/229591254/coco,229591254,
82,23-02-2022,Let Her Go,Passenger,https://www.shazam.com/track/105845771/let-her-go,105845771,
83,21-02-2022,Kawakiwoameku,Minami,https://www.shazam.com/track/457251335/kawakiwoameku,457251335,
84,16-02-2022,Vogel Im Kafig,Hiroyuki Sawano Feat. Cyua,https://www.shazam.com/track/91812125/vogel-im-kafig,91812125,
85,16-02-2022,YouSeeBIGGIRL/T:T,Hiroyuki Sawano,https://www.shazam.com/track/357491315/youseebiggirltt,357491315,
86,16-02-2022,Can You Feel My Heart,Bring Me The Horizon,https://www.shazam.com/track/85594109/can-you-feel-my-heart,85594109,
87,16-02-2022,Safe And Sound,Capital Cities,https://www.shazam.com/track/90166754/safe-and-sound,90166754,
88,15-02-2022,Shinzo wo Sasageyo! (TV Size),Linked Horizon,https://www.shazam.com/track/345180097/shinzo-wo-sasageyo-tv-size,345180097,
89,15-02-2022,Monëy so big,Yeat,https://www.shazam.com/track/583396202/mon%C3%ABy-so-big,583396202,
90,15-02-2022,Wasted (Murkish & Huken Nightcore Remix),Juice WRLD Feat. Lil Uzi Vert,https://www.shazam.com/track/584481796/wasted-murkish-and-huken-nightcore-remix,584481796,
91,14-02-2022,She Make It Clap,Adin Ross,https://www.shazam.com/track/597533005/she-make-it-clap,597533005,
92,14-02-2022,Kathy's Waltz,Dave Brubeck,https://www.shazam.com/track/10807904/kathys-waltz,10807904,
93,13-02-2022,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
94,13-02-2022,Mesmo,Allex Bessa,https://www.shazam.com/track/549786325/mesmo,549786325,
95,12-02-2022,Mama Cry,YNW Melly,https://www.shazam.com/track/433734515/mama-cry,433734515,
96,12-02-2022,"Vogel Im Käfig (From Attack On Titan"")""",Vasaria Project,https://www.shazam.com/track/378109721/vogel-im-k%C3%A4fig-from-attack-on-titan,378109721,
97,12-02-2022,Life Letters,Never Get Used To People,https://www.shazam.com/track/436990650/life-letters,436990650,
98,11-02-2022,My Money Tonka,tyezwyldadvntrz,https://www.shazam.com/track/588837012/my-money-tonka,588837012,
99,11-02-2022,Aaja We Mahiya,Imran Khan,https://www.shazam.com/track/121236107/aaja-we-mahiya,121236107,
100,11-02-2022,Jashn-E-Bahaaraa (Instrumental),A. R. Rahman,https://www.shazam.com/track/45833056/jashn-e-bahaaraa-instrumental,45833056,
101,10-02-2022,Habibi (Albanian Remix),Ricky Rich & Dardan,https://www.shazam.com/track/582915607/habibi-albanian-remix,582915607,
102,10-02-2022,DEAD MAN WALKING,DJ ATOBZ,https://www.shazam.com/track/545637355/dead-man-walking,545637355,
103,06-02-2022,"Hosanna (From Ekk Deewana Tha"")""","A.R. Rahman, Leon D'souza & Suzanne D'Mello",https://www.shazam.com/track/59385148/hosanna-from-ekk-deewana-tha,59385148,
104,04-02-2022,Pull 2 Out,Ahvie,https://www.shazam.com/track/590472386/pull-2-out,590472386,
105,04-02-2022,Older (NOW What's Next!),Sasha Alex Sloan,https://www.shazam.com/track/447492344/older-now-whats-next,447492344,
106,03-02-2022,Turnt,DaMoNIC,https://www.shazam.com/track/507184377/turnt,507184377,
107,31-01-2022,Sukide,Oxbelt Redfur,https://www.shazam.com/track/554427727/sukide,554427727,
108,29-01-2022,Carry On,XXXTENTACION,https://www.shazam.com/track/372183601/carry-on,372183601,
109,22-01-2022,Wasted,Juice WRLD Feat. Lil Uzi Vert,https://www.shazam.com/track/430326514/wasted,430326514,
110,19-01-2022,Rolling In The Deep,Adele,https://www.shazam.com/track/53080365/rolling-in-the-deep,53080365,
111,13-01-2022,น้ำแดงน้ำส้ม,JV.JARVIS,https://www.shazam.com/track/565785367/-,565785367,
112,13-01-2022,Hadal Ahbek,Issam Alnajjar,https://www.shazam.com/track/538883143/hadal-ahbek,538883143,
113,09-01-2022,HEARTBREAK ANNIVERSARY,GIVĒON,https://www.shazam.com/track/508501557/heartbreak-anniversary,508501557,
114,08-01-2022,RIP,Croosh,https://www.shazam.com/track/439275990/rip,439275990,
115,08-01-2022,HEARTBREAK ANNIVERSARY,GIVĒON,https://www.shazam.com/track/508501557/heartbreak-anniversary,508501557,
116,27-12-2021,Get Off the Leash,tana & yvngxchris,https://www.shazam.com/track/588344094/get-off-the-leash,588344094,
117,17-12-2021,Creature,Pop Smoke Feat. Swae Lee,https://www.shazam.com/track/528456213/creature,528456213,
118,08-12-2021,Black Daria Freestyle,black-daria,https://www.shazam.com/track/556655340/black-daria-freestyle,556655340,
119,06-12-2021,Fake 88,Saint Etienne,https://www.shazam.com/track/54699839/fake-88,54699839,
120,24-11-2021,Don't Worry Be Happy,Bobby McFerrin,https://www.shazam.com/track/100148352/dont-worry-be-happy,100148352,
121,24-10-2021,You Already Know,Shotgun Willy & Yung Craka,https://www.shazam.com/track/456175539/you-already-know,456175539,
122,23-10-2021,Stan,Eminem Feat. Dido,https://www.shazam.com/track/220791/stan,220791,
123,19-10-2021,Baby I'm Yours,Breakbot Feat. Irfane,https://www.shazam.com/track/52157169/baby-im-yours,52157169,
124,18-10-2021,Tadow,Masego & FKJ,https://www.shazam.com/track/358024239/tadow,358024239,
125,16-10-2021,Close Eyes (Slowed + Reverb),DVRST,https://www.shazam.com/track/577198668/close-eyes-slowed-plus-reverb,577198668,
126,15-10-2021,Stan,Eminem Feat. Dido,https://www.shazam.com/track/220791/stan,220791,
127,11-10-2021,Wasted (Murkish & Huken Nightcore Remix),Juice WRLD Feat. Lil Uzi Vert,https://www.shazam.com/track/584481796/wasted-murkish-and-huken-nightcore-remix,584481796,
128,11-10-2021,Wasted (Murkish & Huken Nightcore Remix),Juice WRLD Feat. Lil Uzi Vert,https://www.shazam.com/track/584481796/wasted-murkish-and-huken-nightcore-remix,584481796,
129,11-10-2021,love nwantiti [Remix],CKay Feat. Axel & Dj Yo!,https://www.shazam.com/track/567763978/love-nwantiti-remix,586095928,
130,05-10-2021,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
131,05-10-2021,My head is spinning like a screw (Lucky Luke Remix),kostromin & Fivio Foreign,https://www.shazam.com/track/570952590/my-head-is-spinning-like-a-screw-lucky-luke-remix,570952590,
132,04-10-2021,Space Song,Beach House,https://www.shazam.com/track/266491095/space-song,266491095,
133,03-10-2021,In This Shirt,The Irrepressibles,https://www.shazam.com/track/51750361/in-this-shirt,51750361,
134,29-09-2021,Safe And Sound,Capital Cities,https://www.shazam.com/track/90166754/safe-and-sound,90166754,
135,23-09-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
136,22-09-2021,Hikarunara,Goose house,https://www.shazam.com/track/238754447/hikarunara,238754447,
137,20-09-2021,love nwantiti [Remix],CKay Feat. Axel & Dj Yo!,https://www.shazam.com/track/567763978/love-nwantiti-remix,567763978,
138,20-09-2021,Habits (Stay High),Tove Lo,https://www.shazam.com/track/105120694/habits-stay-high,105120694,
139,20-09-2021,Love Nwantiti Tiktok (Extended Version),The Sham Tape,https://www.shazam.com/track/583447844/love-nwantiti-tiktok-extended-version,583447844,
140,17-09-2021,Space Song,Beach House,https://www.shazam.com/track/266491095/space-song,266491095,
141,17-09-2021,Phoenix,"League Of Legends, Cailin Russo & Chrissy Costanza",https://www.shazam.com/track/496678475/phoenix,496678475,
142,16-09-2021,Carol Of The Bells,Lindsey Stirling,https://www.shazam.com/track/374176010/carol-of-the-bells,374176010,
143,15-09-2021,Dead To Me (Slow + Reverb),"Whales, Fraxo & Lox Chatterbox",https://www.shazam.com/track/581794834/dead-to-me-slow-plus-reverb,581794834,
144,15-09-2021,Deadwood (Slowed Down),Dio Beats,https://www.shazam.com/track/582887960/deadwood-slowed-down,582887960,
145,10-09-2021,Carol Of The Bells,Lindsey Stirling,https://www.shazam.com/track/374176010/carol-of-the-bells,374176010,
146,07-09-2021,Drive Forever,Meow,https://www.shazam.com/track/580628804/drive-forever,580628804,
147,02-09-2021,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
148,02-09-2021,Gucci,Timati,https://www.shazam.com/track/561546433/gucci,561546433,
149,02-09-2021,Everyday Normal Motherf**ker (DJ Hammond),Tato,https://www.shazam.com/track/61619383/everyday-normal-motherfker-dj-hammond,61619383,
150,30-08-2021,Kokoronashi,Olutorops,https://www.shazam.com/track/559109028/kokoronashi,559109028,
151,30-08-2021,Fed Up,Ghostemane,https://www.shazam.com/track/538314640/fed-up,538314640,
152,29-08-2021,Space Song,Beach House,https://www.shazam.com/track/266491095/space-song,266491095,
153,26-08-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
154,16-08-2021,Dead Mood,WANTABLACK & CHIVA,https://www.shazam.com/track/508891551/dead-mood,508891551,
155,15-08-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
156,31-07-2021,Desvielados,Remik Gonzalez Feat. Beejay,https://www.shazam.com/track/546157062/desvielados,546157062,
157,31-07-2021,Desvielados,Remik Gonzalez Feat. Beejay,https://www.shazam.com/track/546157062/desvielados,546157062,
158,31-07-2021,Be Alright,Dean Lewis,https://www.shazam.com/track/428550515/be-alright,428550515,
159,16-07-2021,Hurt,Oliver Tree,https://www.shazam.com/track/452597141/hurt,452597141,
160,16-07-2021,D2M (Tiktok Girl),Lil Cain,https://www.shazam.com/track/575696350/d2m-tiktok-girl,575696350,
161,10-07-2021,telepatía,Kali Uchis,https://www.shazam.com/track/542730886/telepat%C3%ADa,542730886,
162,24-06-2021,Dinero,Ya No Quieres Dinero Lo Siento No Tengo Dinero,https://www.shazam.com/track/575274975/dinero,575274975,
163,24-06-2021,Swing Lynn,Harmless,https://www.shazam.com/track/357730524/swing-lynn,357730524,
164,23-06-2021,Fairytale,Alexander Rybak,https://www.shazam.com/track/48947959/fairytale,48947959,
165,13-06-2021,Винтом,platina,https://www.shazam.com/track/558586462/-,558586462,
166,09-06-2021,Alors On Danse,Stromae,https://www.shazam.com/track/50881429/alors-on-danse,50881429,
167,07-06-2021,Положение (Izzamuzzic Remix),Скриптонит,https://www.shazam.com/track/571430063/-,571430063,
168,18-05-2021,Carol Of The Bells,Lindsey Stirling,https://www.shazam.com/track/374176010/carol-of-the-bells,374176010,
169,12-05-2021,моя голова винтом (My head is spinning like a screw),kostromin,https://www.shazam.com/track/555672234/-,555672234,
170,09-05-2021,Alors On Danse,Stromae,https://www.shazam.com/track/50881429/alors-on-danse,50881429,
171,09-05-2021,моя голова болтается Remix,Dj Viral TikToker,https://www.shazam.com/track/569299799/-,569299799,
172,08-05-2021,Experience,Ludovico Einaudi,https://www.shazam.com/track/78484595/experience,78484595,
173,02-05-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
174,27-04-2021,Plevne,CVRTOON,https://www.shazam.com/track/371457010/plevne,371457010,
175,05-04-2021,Deep End,Fousheé,https://www.shazam.com/track/531351445/deep-end,531351445,
176,31-03-2021,Sofia,Clairo,https://www.shazam.com/track/468902799/sofia,468902799,
177,29-03-2021,Copines,Aya Nakamura,https://www.shazam.com/track/437075280/copines,437075280,
178,29-03-2021,Copines,Aya Nakamura,https://www.shazam.com/track/437075280/copines,437075280,
179,28-03-2021,Arcade,Duncan Laurence,https://www.shazam.com/track/460791620/arcade,460791620,
180,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
181,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
182,17-03-2021,Khatam Hue Waande,Emiway Bantai,https://www.shazam.com/track/544459432/khatam-hue-waande,544459432,
183,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
184,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
185,17-03-2021,"Vaathi Coming (From Master"")""",Anirudh Ravichander & Gana Balachandar,https://www.shazam.com/track/510166846/vaathi-coming-from-master,510166846,
186,08-03-2021,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
187,08-03-2021,Reflections,Toshifumi Hinata,https://www.shazam.com/track/548127691/reflections,548127691,
188,07-03-2021,Experience,Ludovico Einaudi,https://www.shazam.com/track/78484595/experience,78484595,
189,07-03-2021,Before You Go,Lewis Capaldi,https://www.shazam.com/track/501834427/before-you-go,501834427,
190,03-03-2021,"Towards The Sun (From The Home"" Soundtrack)""",Rihanna,https://www.shazam.com/track/236103529/towards-the-sun-from-the-home-soundtrack,236103529,
191,28-02-2021,Come Get Her,Rae Sremmurd,https://www.shazam.com/track/217450817/come-get-her,217450817,
192,27-02-2021,Obsession,Consoul Trainin Feat. Steven Aderinto & DuoViolins,https://www.shazam.com/track/383379942/obsession,383379942,
193,24-02-2021,Catharsis,Aether,https://www.shazam.com/track/333906674/catharsis,333906674,
194,21-02-2021,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
195,20-02-2021,Snowman,Sia,https://www.shazam.com/track/380156079/snowman,380156079,
196,19-02-2021,Into Your Arms,Witt Lowry Feat. Ava Max,https://www.shazam.com/track/423336107/into-your-arms,423336107,
197,19-02-2021,Into Your Arms,Witt Lowry Feat. Ava Max,https://www.shazam.com/track/423336107/into-your-arms,423336107,
198,16-02-2021,Ticking,TIN,https://www.shazam.com/track/348716062/ticking,348716062,
199,12-02-2021,Dancing With Your Ghost,Sasha Alex Sloan,https://www.shazam.com/track/470391131/dancing-with-your-ghost,470391131,
200,12-02-2021,Space Cadet,Metro Boomin Feat. Gunna,https://www.shazam.com/track/447331216/space-cadet,447331216,
